=== 日志会话开始: 2025/7/26 13:42:29 ===
[2025-07-26 13:42:29] [Log] 自定义日志系统已初始化，日志文件路径: D:/1_Project/2025.07 adventureX 2025/edrFerd/Assets\Log\log.log
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Warning] 获取Tick更新失败: Cannot connect to destination host
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:50] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:50] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:50] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
[2025-07-26 13:42:51] [Log] functionBlocks hit1 Block_11_-4_6_0 2
[2025-07-26 13:42:51] [Log] 检测到碰撞，调整位置到: (-3.00, 7.00, 0.00)
[2025-07-26 13:42:51] [Log] functionBlocks hit0 Block_12_-4_7_0 2
